LakeID,SampleID,Taxon,SpecimenNumber,Length,FrogPopulationType,lake_area_nbr,lake_perimeter_nbr,lake_elevation_nbr,lake_juris_name,lake_north_utm
10090,1107,Oligochaeta,6,13.8,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1107,Oligochaeta,7,8.4,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1107,Oligochaeta,8,4.3,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1107,Oligochaeta,9,9.6,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1107,Oligochaeta,10,8.3,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1107,Oligochaeta,11,8.8,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1107,Oligochaeta,12,9.5,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1107,Pisidium,1,2.3,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1107,Pisidium,2,3.5,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1107,Plecoptera,1,2.8,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1107,Plecoptera,2,3.4,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1107,Polycentropus,1,3.7,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1107,Polycentropus,2,15.3,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1107,Sialis,1,8,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1107,Sialis,2,3.7,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1107,Sialis,3,5.9,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1107,Sialis,4,4.3,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1107,Stictotarsus,1,2.4,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1107,Stictotarsus,2,3.5,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1107,Stictotarsus,3,2.8,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1107,Stictotarsus,4,4.7,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Acari,1,1.4,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Acari,2,0.7,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Acari,3,1.2,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Acari,4,1.2,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Acari,5,1.4,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Acari,6,1.2,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Acari,7,1.2,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Chironomidae,1,7.9,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Chironomidae,2,6.9,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Chironomidae,3,6.8,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Chironomidae,4,6,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Chironomidae,5,9.1,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Chironomidae,6,7.5,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Chironomidae,7,6.7,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Chironomidae,8,6.3,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Chironomidae,9,7.6,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Chironomidae,10,6,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Chironomidae,11,5.6,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Chironomidae,12,8.9,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Chironomidae,13,9.3,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Chironomidae,14,7.2,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Chironomidae,15,7.9,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Chironomidae,16,3.7,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Chironomidae,17,3.4,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Chironomidae,18,8.3,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Chironomidae,19,6,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Chironomidae,20,6.1,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Ecclisomyia,2,5.9,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Limnephilus,1,4.7,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Oligochaeta,1,12.7,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Oligochaeta,2,7,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Oligochaeta,3,18,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Oligochaeta,4,19.6,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Oligochaeta,5,12.6,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Oligochaeta,6,13.8,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Oligochaeta,7,12.7,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Oligochaeta,8,12.4,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Oligochaeta,9,10.4,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Oligochaeta,10,11.1,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Oligochaeta,11,9.6,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Oligochaeta,12,13.2,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Oligochaeta,13,12.8,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Oligochaeta,14,13.6,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Oligochaeta,15,15.4,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Oligochaeta,16,6.2,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Oligochaeta,17,9.8,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Oligochaeta,18,9.6,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Oligochaeta,19,12.6,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Oligochaeta,20,16.2,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Pisidium,1,1.7,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Pisidium,2,1.8,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Polycentropus,1,7.5,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Polycentropus,2,8.3,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Sialis,1,11.9,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Sialis,2,1.8,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Sialis,3,2.8,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Sialis,4,7.1,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Sialis,5,1.5,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Sialis,6,1.6,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Sialis,7,1.7,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Sialis,8,1.5,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Stictotarsus,1,3.4,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Stictotarsus,1,3.7,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,1140,Stictotarsus,2,4.5,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2331,Acari,1,1.4,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2331,Agabus,1,11.7,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2331,Limnephilidae,1,2.9,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Acari,1,1.6,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Acari,2,0.9,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Acari,3,1.3,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Acari,4,1.2,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Acari,5,1.3,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Chironomidae,1,7.8,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Chironomidae,2,3.2,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Chironomidae,3,3.9,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Chironomidae,4,7.8,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Chironomidae,5,8.4,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Chironomidae,6,6.8,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Chironomidae,7,6,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Chironomidae,8,8.4,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Chironomidae,9,6.3,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Chironomidae,10,5.4,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Chironomidae,11,4.8,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Chironomidae,12,4.7,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Chironomidae,13,4.8,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Chironomidae,14,2.9,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Chironomidae,15,5.4,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Chironomidae,16,6.3,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Chironomidae,17,5.5,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Chironomidae,18,7,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Chironomidae,19,6.2,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Chironomidae,20,8.6,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Diptera,1,3.6,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Diptera,2,5.2,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Diptera,3,6.4,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Diptera,4,9.2,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Diptera,5,4.4,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Hesperophylax,1,18.1,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Hesperophylax,2,14.5,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Oligochaeta,1,247.82,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Pisidium,1,4,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Pisidium,2,3.4,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Pisidium,3,3.3,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Pisidium,4,1.9,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Polycentropus,1,7.2,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Polycentropus,2,11.6,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Polycentropus,3,3,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Psychoglypha,1,10.8,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Sialis,1,11.5,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Sialis,2,7.1,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Sialis,3,4.2,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Sialis,4,4.5,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Sialis,5,5.8,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Sialis,6,2.9,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Sialis,7,8.1,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Sialis,8,6.2,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10090,2345,Sialis,9,11.7,Extant,716908,6596,3483,KINGS_CANYON,4109458.51
10100,1112,Acari,1,1,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Ameletus,1,12.4,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Ameletus,2,12.1,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Ameletus,3,15,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Ameletus,4,2.3,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Ameletus,5,5.5,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Ameletus,6,2.2,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Ameletus,7,5.4,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Ameletus,8,10.3,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Ameletus,9,6.6,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Ameletus,10,2.4,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Chironomidae,1,7.7,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Chironomidae,2,5.3,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Chironomidae,2,6,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Chironomidae,3,6,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Chironomidae,3,8,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Chironomidae,4,6.1,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Chironomidae,4,9,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Chironomidae,5,6,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Chironomidae,5,7.5,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Chironomidae,6,4.7,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Chironomidae,6,8.7,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Chironomidae,7,6.2,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Chironomidae,8,6.8,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Chironomidae,9,7,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Chironomidae,10,7.6,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Chironomidae,11,8.5,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Chironomidae,12,10.7,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Chironomidae,13,9.1,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Chironomidae,14,5.2,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Chironomidae,15,10.6,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Chironomidae,16,8.7,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Chironomidae,17,5,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Chironomidae,18,9,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Chironomidae,19,8,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Chironomidae,20,5.9,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Dicosmoecus,1,10.5,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Dicosmoecus,2,10.5,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Dicosmoecus,3,10.7,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Dicosmoecus,4,10.5,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Limnephilus,1,19,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Limnephilus,2,14.7,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Oligochaeta,1,8.3,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Oligochaeta,2,14,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Oligochaeta,3,11.6,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Oligochaeta,4,14.6,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Oligochaeta,5,10,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Oligochaeta,6,8.4,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Oligochaeta,7,8.9,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Oligochaeta,8,18,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Oligochaeta,9,12,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Oligochaeta,10,12.5,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Oligochaeta,11,4.5,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Oligochaeta,12,10.3,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Oligochaeta,13,5.5,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Oligochaeta,14,8.6,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Oligochaeta,15,11.6,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Oligochaeta,16,12.7,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Oligochaeta,17,20.1,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Oligochaeta,18,9.3,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Oligochaeta,19,11,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Oligochaeta,20,17.7,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Pisidium,1,4.1,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Pisidium,2,3.3,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Pisidium,3,2.7,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Pisidium,4,1.9,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Pisidium,5,2.4,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Pisidium,6,3.4,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Pisidium,7,2.4,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Pisidium,8,2,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Pisidium,9,1.9,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Pisidium,10,1.8,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Pisidium,11,2.4,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Pisidium,12,1.9,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Pisidium,13,2.1,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Pisidium,14,2.3,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Pisidium,15,1.8,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Pisidium,16,3.7,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Pisidium,17,1.9,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Pisidium,18,2.2,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Pisidium,19,4,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Pisidium,20,1.9,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Sialis,1,12.2,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Sialis,2,11.5,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Sialis,3,9.1,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Sialis,4,6.7,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Sialis,5,3.4,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Sialis,6,8.6,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Sialis,7,11.5,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Sialis,8,15.7,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Sialis,9,10.7,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Sialis,10,3.5,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Sialis,11,5.9,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Sialis,12,15.7,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Sialis,13,8.7,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1112,Sialis,14,17,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1121,Ameletus,1,3.1,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1121,Ameletus,2,6.5,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1121,Ameletus,3,2.1,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1121,Ameletus,4,6.4,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1121,Ameletus,5,4.5,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1121,Ameletus,6,2.1,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1121,Ameletus,7,8.4,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1121,Ameletus,8,5.1,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1121,Ameletus,9,2.4,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1121,Ameletus,10,2.9,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1121,Ameletus,11,2,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1121,Ameletus,12,1.8,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1121,Ameletus,13,2.2,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1121,Ameletus,14,11.2,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1121,Ameletus,15,2.4,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1121,Ameletus,16,5,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1121,Ameletus,17,1.7,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1121,Ameletus,18,2.7,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1121,Ameletus,19,6.4,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1121,Ameletus,20,5.8,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1121,Chironomidae,1,13.9,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1121,Chironomidae,2,7.9,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1121,Chironomidae,3,11.2,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1121,Chironomidae,4,12.4,Extant,25974,657,3298,KINGS_CANYON,4109665.37
10100,1121,Chironomidae,5,11.5,Extant,25974,657,3298,KINGS_CANYON,4109665.37
